id,name,title,category,organization,last_updated,tags,portal,location,source_url,harvested_at,notes
m5ec-bb8m,LADWP Solar Interconnection Time,LADWP Solar Interconnection Time,,LADWP,2020-11-30T17:02:09.000Z,,data.lacity.org,,https://data.lacity.org/d/m5ec-bb8m,2026-04-03T22:03:30.718642+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
hnms-4szp,DCP_HPOZ_PLY,DCP_HPOZ_PLY,,Department of City Planning,2024-04-10T19:09:20.000Z,,data.lacity.org,,https://data.lacity.org/d/hnms-4szp,2026-04-03T22:03:31.460198+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
s5jy-jcce,Port of Los Angeles - ADP Project,Port of Los Angeles - ADP Project,,Port of Los Angeles,2020-11-30T17:12:56.000Z,,data.lacity.org,,https://data.lacity.org/d/s5jy-jcce,2026-04-03T22:03:32.454356+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
c8uj-kheg,ICE CREAM DATA,ICE CREAM DATA,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/c8uj-kheg,2026-04-03T22:03:33.299575+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
79rq-t3xv,Taco Bell,Taco Bell,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/79rq-t3xv,2026-04-03T22:03:34.433442+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
rzum-8zfu,Active Businesses by Industry in LA,Active Businesses by Industry in LA,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/rzum-8zfu,2026-04-03T22:03:35.544680+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xcez-qqbn,CD12 Active Businesses  - List,CD12 Active Businesses  - List,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/xcez-qqbn,2026-04-03T22:03:36.937807+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
kszm-sdw4,All Stations Response Metrics,All Stations Response Metrics,,,2020-11-30T17:24:53.000Z,,data.lacity.org,,https://data.lacity.org/d/kszm-sdw4,2026-04-03T22:03:38.013668+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
si79-fpzd,What's Happening LA Calender - Type of Event Categories - Reference - ARCHIVED,What's Happening LA Calender - Type of Event Categories - Reference - ARCHIVED,,individual,2020-11-30T17:17:15.000Z,,data.lacity.org,,https://data.lacity.org/d/si79-fpzd,2026-04-03T22:03:39.580773+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
vwra-z6jg,Skateparks,Skateparks,,Department of Recreation and Parks,2025-02-28T23:14:23.000Z,,data.lacity.org,,https://data.lacity.org/d/vwra-z6jg,2026-04-03T22:03:41.212837+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
mbz9-j2zk,Arts District Pedestrian and Bike Counts - LA CoMotion,Arts District Pedestrian and Bike Counts - LA CoMotion,,LADOT,2020-11-30T17:11:15.000Z,,data.lacity.org,,https://data.lacity.org/d/mbz9-j2zk,2026-04-03T22:03:41.976535+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ess3-p5se,precipitation,precipitation,,LADWP,2020-11-30T17:06:18.000Z,,data.lacity.org,,https://data.lacity.org/d/ess3-p5se,2026-04-03T22:03:42.730323+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
grab-bpg9,Collisions on 78th and Hoover,Collisions on 78th and Hoover,,Los Angeles Police Department,2025-03-11T16:30:17.000Z,,data.lacity.org,,https://data.lacity.org/d/grab-bpg9,2026-04-03T22:03:43.729018+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
vdg9-hy7c,Building Permits Since 2012,Building Permits Since 2012,,LADBS,2025-01-29T02:58:46.000Z,,data.lacity.org,,https://data.lacity.org/d/vdg9-hy7c,2026-04-03T22:03:44.760142+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
24sg-awis,LAPD Calls for Service - Excluding Ambulance Calls,LAPD Calls for Service - Excluding Ambulance Calls,,Los Angeles Police Department,2021-10-08T01:12:12.000Z,,data.lacity.org,,https://data.lacity.org/d/24sg-awis,2026-04-03T22:03:45.775932+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
5mrt-4zhe,City Campaign Expenditures,City Campaign Expenditures,,Los Angeles City Ethics Commission,2026-04-03T13:41:40.000Z,,data.lacity.org,,https://data.lacity.org/d/5mrt-4zhe,2026-04-03T22:03:46.935616+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
i7pm-cnmm,LAPD Calls for Service 2012,LAPD Calls for Service 2012,,Los Angeles Police Department,2020-11-30T17:21:48.000Z,,data.lacity.org,,https://data.lacity.org/d/i7pm-cnmm,2026-04-03T22:03:48.130691+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
8sbu-dvfy,Cultural & Special Events at El Pueblo Historical Monument,Cultural & Special Events at El Pueblo Historical Monument,,El Pueblo Historical Monument,2025-08-05T18:28:39.000Z,,data.lacity.org,,https://data.lacity.org/d/8sbu-dvfy,2026-04-03T22:03:48.940398+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
urhh-yf63,LAPD Calls for Service 2013,LAPD Calls for Service 2013,,Los Angeles Police Department,2020-11-30T17:02:31.000Z,,data.lacity.org,,https://data.lacity.org/d/urhh-yf63,2026-04-03T22:03:50.381782+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
9k3p-zrda,Building and Safety - Electrical Permits Submitted from 2020 to Present (N),Building and Safety - Electrical Permits Submitted from 2020 to Present (N),,TSB,2026-03-30T13:30:06.000Z,,data.lacity.org,,https://data.lacity.org/d/9k3p-zrda,2026-04-03T22:03:51.241319+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
pxeu-7j74,LA Council Districts Dec. 2021,LA Council Districts Dec. 2021,,,2023-03-16T17:32:16.000Z,,data.lacity.org,,https://data.lacity.org/d/pxeu-7j74,2026-04-03T22:03:51.950007+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
vu99-34t2,Port of Los Angeles Point of Interest,Port of Los Angeles Point of Interest,,Port of Los Angeles,2024-04-24T19:01:49.000Z,,data.lacity.org,,https://data.lacity.org/d/vu99-34t2,2026-04-03T22:03:52.800879+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
j5g7-w4y7,Monthly Dockless Vehicles Deployment By Census Block Group,Monthly Dockless Vehicles Deployment By Census Block Group,,LADOT,2020-11-30T17:04:59.000Z,,data.lacity.org,,https://data.lacity.org/d/j5g7-w4y7,2026-04-03T22:03:54.572667+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xhx7-hr4h,Port of Los Angeles - Single Audit Report 2013,Port of Los Angeles - Single Audit Report 2013,,Port of Los Angeles,2020-11-30T17:08:37.000Z,,data.lacity.org,,https://data.lacity.org/d/xhx7-hr4h,2026-04-03T22:03:55.332834+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
yt39-55hx,US Congressional Districts in Los Angeles Region,US Congressional Districts in Los Angeles Region,,,2024-04-24T19:01:34.000Z,,data.lacity.org,,https://data.lacity.org/d/yt39-55hx,2026-04-03T22:03:56.067933+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
i9yi-skpn,Election 2015 May General Precinct Boundaries,Election 2015 May General Precinct Boundaries,,LA County Registrar,2024-04-24T19:01:53.000Z,,data.lacity.org,,https://data.lacity.org/d/i9yi-skpn,2026-04-03T22:03:57.041592+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ysuy-wb8h,Election 2014 August LAUSD District 1 Precinct Boundaries,Election 2014 August LAUSD District 1 Precinct Boundaries,,,2024-04-24T19:02:20.000Z,,data.lacity.org,,https://data.lacity.org/d/ysuy-wb8h,2026-04-03T22:03:58.548795+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
73a2-6ar5,MyLA311 Cases March 2025 to December 2025,MyLA311 Cases March 2025 to December 2025,,City of Los Angeles - Information Technology Agency,2026-04-03T14:00:04.000Z,,data.lacity.org,,https://data.lacity.org/d/73a2-6ar5,2026-04-03T22:03:59.603659+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
jmt8-y5rm,Port of Los Angeles - Cruise Passenger (1990 - 2014),Port of Los Angeles - Cruise Passenger (1990 - 2014),,Port of Los Angeles,2020-11-30T17:14:59.000Z,,data.lacity.org,,https://data.lacity.org/d/jmt8-y5rm,2026-04-03T22:04:00.554232+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
qj6j-7u8w,Chick-fil-A,Chick-fil-A,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/qj6j-7u8w,2026-04-03T22:04:01.717398+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
m92w-meme,Burger King,Burger King,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/m92w-meme,2026-04-03T22:04:02.703442+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
q9hc-tsfm,Parking Citations After July 1 2015,Parking Citations After July 1 2015,,,2025-01-14T20:08:26.000Z,,data.lacity.org,,https://data.lacity.org/d/q9hc-tsfm,2026-04-03T22:04:03.942523+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xv4t-ankn,Southern PPD,Southern PPD,,LADOT,2024-04-24T19:02:14.000Z,,data.lacity.org,,https://data.lacity.org/d/xv4t-ankn,2026-04-03T22:04:04.666386+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
nma9-y7yc,Parking Citations in FY 2018,Parking Citations in FY 2018,,,2025-01-14T19:59:54.000Z,,data.lacity.org,,https://data.lacity.org/d/nma9-y7yc,2026-04-03T22:04:06.115961+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
3xpx-f9cg,Total Permits Issued LADBS\Search Term - Major Remodel,Total Permits Issued LADBS\Search Term - Major Remodel,,LADBS,2025-01-14T19:15:37.000Z,,data.lacity.org,,https://data.lacity.org/d/3xpx-f9cg,2026-04-03T22:04:07.159603+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
9tzi-nz7g,2021 Walk & Bike Count,2021 Walk & Bike Count,,,2024-01-08T21:12:02.000Z,,data.lacity.org,,https://data.lacity.org/d/9tzi-nz7g,2026-04-03T22:04:08.346933+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
67is-svtd,Building and Safety - Mechanical Permits Issued from 2020 to Present (N),Building and Safety - Mechanical Permits Issued from 2020 to Present (N),,TSB,2026-03-30T14:22:40.000Z,,data.lacity.org,,https://data.lacity.org/d/67is-svtd,2026-04-03T22:04:09.331431+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
tfsb-fwmw,Election 2013 March Primary Voting Results,Election 2013 March Primary Voting Results,,,2020-11-30T17:12:50.000Z,,data.lacity.org,,https://data.lacity.org/d/tfsb-fwmw,2026-04-03T22:04:10.381171+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ubph-b4it,Mayor's ED No.5 GPCD Target Progress,Mayor's ED No.5 GPCD Target Progress,,,2020-11-30T17:08:00.000Z,,data.lacity.org,,https://data.lacity.org/d/ubph-b4it,2026-04-03T22:04:11.424698+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
sniz-4n2f,Arrest data 2016-present,Arrest data 2016-present,,Los Angeles Police Department,2025-06-03T16:13:20.000Z,,data.lacity.org,,https://data.lacity.org/d/sniz-4n2f,2026-04-03T22:04:12.519568+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
wu2v-mztq,Map of FamilySource Centers,Map of FamilySource Centers,,CIFD,2024-04-24T21:01:25.000Z,,data.lacity.org,,https://data.lacity.org/d/wu2v-mztq,2026-04-03T22:04:13.386189+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
wr9s-bj4f,Arrest Data 2020-Present: Reasons for Arrest,Arrest Data 2020-Present: Reasons for Arrest,,LAPD,2025-07-15T16:15:45.000Z,,data.lacity.org,,https://data.lacity.org/d/wr9s-bj4f,2026-04-03T22:04:15.896611+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
iimz-cdnp,Election 2013 May General Precinct Boundaries,Election 2013 May General Precinct Boundaries,,,2024-04-24T19:02:02.000Z,,data.lacity.org,,https://data.lacity.org/d/iimz-cdnp,2026-04-03T22:04:17.940043+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
cvae-vq8s,Total Cases Filed with DCP 2013\SVAPC,Total Cases Filed with DCP 2013\SVAPC,,"City of Los Angeles, Department of City Planning",2025-02-28T23:13:23.000Z,,data.lacity.org,,https://data.lacity.org/d/cvae-vq8s,2026-04-03T22:04:18.859718+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4a8d-4327,Eastern Sierra Overall Snow Pack,Eastern Sierra Overall Snow Pack,,LADWP,2020-11-30T17:24:57.000Z,,data.lacity.org,,https://data.lacity.org/d/4a8d-4327,2026-04-03T22:04:19.677554+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
bunu-zsyc,LA Certificated Dispensary Locations,LA Certificated Dispensary Locations,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/bunu-zsyc,2026-04-03T22:04:20.856254+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
dbyu-csvc,Net Zero Porter Ranch: Solar PV Permits by Year,Net Zero Porter Ranch: Solar PV Permits by Year,,LADBS,2025-01-29T02:49:20.000Z,,data.lacity.org,,https://data.lacity.org/d/dbyu-csvc,2026-04-03T22:04:21.824128+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
46qe-t7np,Positions,Positions,,City of LA,2021-08-02T18:17:05.000Z,,data.lacity.org,,https://data.lacity.org/d/46qe-t7np,2026-04-03T22:04:22.839956+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
79yb-fnww,Active Business,Active Business,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/79yb-fnww,2026-04-03T22:04:24.009374+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
hznv-xjhe,NAICS Coin Operated Laundry,NAICS Coin Operated Laundry,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/hznv-xjhe,2026-04-03T22:04:24.874437+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
pwhu-m93q,BSL - Cumulative Number Of Streetlights Converted To LED,BSL - Cumulative Number Of Streetlights Converted To LED,,,2020-11-30T17:17:31.000Z,,data.lacity.org,,https://data.lacity.org/d/pwhu-m93q,2026-04-03T22:04:25.709817+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
7gsc-x4vw,Surplus Locations That Need Addresses,Surplus Locations That Need Addresses,,,2024-04-24T19:02:05.000Z,,data.lacity.org,,https://data.lacity.org/d/7gsc-x4vw,2026-04-03T22:04:26.498540+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
42wa-pajs,Election 2015 March Primary Precinct Boundaries,Election 2015 March Primary Precinct Boundaries,,LA Country Registrar,2024-04-24T19:00:54.000Z,,data.lacity.org,,https://data.lacity.org/d/42wa-pajs,2026-04-03T22:04:27.328729+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
fc3u-86zh,BSL- Percent Of Streetlight Outages Repaired Within 10 Business Days,BSL- Percent Of Streetlight Outages Repaired Within 10 Business Days,,,2020-11-30T17:05:09.000Z,,data.lacity.org,,https://data.lacity.org/d/fc3u-86zh,2026-04-03T22:04:28.091116+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
9aw9-mn4p,LA City Events (2022-2025),LA City Events (2022-2025),,,2026-02-06T23:48:32.000Z,,data.lacity.org,,https://data.lacity.org/d/9aw9-mn4p,2026-04-03T22:04:29.001867+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
nsdh-74d5,Work Orders Completed: El Pueblo Historical Monument,Work Orders Completed: El Pueblo Historical Monument,,El Pueblo Historical Monument,2025-08-05T18:34:52.000Z,,data.lacity.org,,https://data.lacity.org/d/nsdh-74d5,2026-04-03T22:04:30.040603+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
k98w-s24w,POLA - Emissions From Port Operations - NOx  SOx  DPM,POLA - Emissions From Port Operations - NOx  SOx  DPM,,,2020-11-30T17:10:39.000Z,,data.lacity.org,,https://data.lacity.org/d/k98w-s24w,2026-04-03T22:04:30.759992+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
s7id-jzrb,NAICS 888888 for Med Marijuana Collective Map,NAICS 888888 for Med Marijuana Collective Map,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/s7id-jzrb,2026-04-03T22:04:31.887613+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
kcsj-s69p,Citywide Response Metrics - Updated,Citywide Response Metrics - Updated,,,2026-03-17T15:49:39.000Z,,data.lacity.org,,https://data.lacity.org/d/kcsj-s69p,2026-04-03T22:04:32.689828+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
svt7-r3ww,Total Bills Vs Estimated Bill at LADWP,Total Bills Vs Estimated Bill at LADWP,,LADWP,2020-11-30T17:14:33.000Z,,data.lacity.org,,https://data.lacity.org/d/svt7-r3ww,2026-04-03T22:04:33.854651+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ddcw-2pqc,Spring-Main Pilot Parking Meter Policies,Spring-Main Pilot Parking Meter Policies,,LA DOT,2024-04-24T19:02:04.000Z,,data.lacity.org,,https://data.lacity.org/d/ddcw-2pqc,2026-04-03T22:04:34.864259+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xuce-e6ip,Renewable Projects Since 2003,Renewable Projects Since 2003,,LADWP,2020-11-30T17:19:47.000Z,,data.lacity.org,,https://data.lacity.org/d/xuce-e6ip,2026-04-03T22:04:35.628841+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
br3a-db9a,City Campaign Statements Filed,City Campaign Statements Filed,,Los Angeles City Ethics Commission,2026-04-03T13:16:55.000Z,,data.lacity.org,,https://data.lacity.org/d/br3a-db9a,2026-04-03T22:04:36.670676+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4qmh-sz39,Asset Inventory,Asset Inventory,,Socrata,2024-06-06T21:52:46.000Z,,data.lacity.org,,https://data.lacity.org/d/4qmh-sz39,2026-04-03T22:04:37.657728+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
bdy2-fgym,Case Completed 2016,Case Completed 2016,,"City of Los Angeles, Department of City Planning",2020-11-30T17:12:30.000Z,,data.lacity.org,,https://data.lacity.org/d/bdy2-fgym,2026-04-03T22:04:38.355714+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
cefr-vdbc,Spring - Main Parking Sign Pilot Beacons,Spring - Main Parking Sign Pilot Beacons,,,2024-04-24T19:01:05.000Z,,data.lacity.org,,https://data.lacity.org/d/cefr-vdbc,2026-04-03T22:04:39.203314+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
c8zs-6yn8,Cases Completed 2015,Cases Completed 2015,,"City of Los Angeles, Department of City Planning",2020-11-30T17:22:37.000Z,,data.lacity.org,,https://data.lacity.org/d/c8zs-6yn8,2026-04-03T22:04:40.345646+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
4tmc-7r6g,LAPD Calls for Service 2011,LAPD Calls for Service 2011,,Los Angeles Police Department,2020-11-30T17:19:32.000Z,,data.lacity.org,,https://data.lacity.org/d/4tmc-7r6g,2026-04-03T22:04:41.198860+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
eff8-968e,active business listing,active business listing,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/eff8-968e,2026-04-03T22:04:42.499051+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ce5i-q2bc,Election 2015 March Primary Voting Results,Election 2015 March Primary Voting Results,,LA County Registrar,2020-11-30T17:12:50.000Z,,data.lacity.org,,https://data.lacity.org/d/ce5i-q2bc,2026-04-03T22:04:43.363540+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
bmis-9v3h,Nonprofits,Nonprofits,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/bmis-9v3h,2026-04-03T22:04:44.235431+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
6yv9-t9gq,Great Streets Pedestrian Survey 2015,Great Streets Pedestrian Survey 2015,,,2020-11-30T17:19:24.000Z,,data.lacity.org,,https://data.lacity.org/d/6yv9-t9gq,2026-04-03T22:04:45.092839+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
acxn-fe27,arrest data from 2010 to 03/10/18 lapd,arrest data from 2010 to 03/10/18 lapd,,Los Angeles Police Department,2025-06-03T16:13:20.000Z,,data.lacity.org,,https://data.lacity.org/d/acxn-fe27,2026-04-03T22:04:46.219352+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
wj57-65w4,Domino's Pizza,Domino's Pizza,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/wj57-65w4,2026-04-03T22:04:47.403472+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
jwyb-qx8a,2017 CFS COUNTS BY CALL TYPE,2017 CFS COUNTS BY CALL TYPE,,Los Angeles Police Department,2025-01-14T19:48:38.000Z,,data.lacity.org,,https://data.lacity.org/d/jwyb-qx8a,2026-04-03T22:04:48.243623+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
n3xg-rixm,Building and Safety - Building Permits Submitted Between 2010 and 2019 (N),Building and Safety - Building Permits Submitted Between 2010 and 2019 (N),,TSB,2026-03-30T14:30:47.000Z,,data.lacity.org,,https://data.lacity.org/d/n3xg-rixm,2026-04-03T22:04:49.694214+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
iezn-6eny,2018 CFS First Half of Year,2018 CFS First Half of Year,,Los Angeles Police Department,2024-10-01T22:12:57.000Z,,data.lacity.org,,https://data.lacity.org/d/iezn-6eny,2026-04-03T22:04:50.775396+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
rs23-bedd,Annualized Returns: Gross-of-Fees,Annualized Returns: Gross-of-Fees,,LACERS,2025-02-28T23:14:07.000Z,,data.lacity.org,,https://data.lacity.org/d/rs23-bedd,2026-04-03T22:04:52.260519+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
gmce-8ere,Graffiti Removal Requests 2024,Graffiti Removal Requests 2024,,City of Los Angeles - Information Technology Agency,2026-04-03T12:01:17.000Z,,data.lacity.org,,https://data.lacity.org/d/gmce-8ere,2026-04-03T22:04:53.235848+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
n4ru-wwzt,West Los Angeles Traffic Collisions By Year,West Los Angeles Traffic Collisions By Year,,Los Angeles Police Department,2025-03-11T16:30:17.000Z,,data.lacity.org,,https://data.lacity.org/d/n4ru-wwzt,2026-04-03T22:04:54.030640+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
5aw2-jx4k,Case Filed 2016,Case Filed 2016,,"City of Los Angeles, Department of City Planning",2020-11-30T17:25:15.000Z,,data.lacity.org,,https://data.lacity.org/d/5aw2-jx4k,2026-04-03T22:04:54.862762+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
tsrc-szkh,ITA- Monthly Downloads My LA 311 App,ITA- Monthly Downloads My LA 311 App,,,2020-11-30T17:16:56.000Z,,data.lacity.org,,https://data.lacity.org/d/tsrc-szkh,2026-04-03T22:04:55.678643+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
suzr-ux69,City of Los Angeles Active Business List - 238110,City of Los Angeles Active Business List - 238110,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/suzr-ux69,2026-04-03T22:04:56.639651+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
jyyg-7bst,Constants Table for Stormwater Capture Dashboard,Constants Table for Stormwater Capture Dashboard,,,2020-11-30T17:10:10.000Z,,data.lacity.org,,https://data.lacity.org/d/jyyg-7bst,2026-04-03T22:04:57.624820+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
xexk-jm8j,City of Los Angeles Debt Ratings,City of Los Angeles Debt Ratings,,"Office of the City Administrative Officer, City of Los Angeles",2020-11-30T17:22:12.000Z,,data.lacity.org,,https://data.lacity.org/d/xexk-jm8j,2026-04-03T22:04:58.473033+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
t5zm-4d79,Rental Contracts Completed at El Pueblo Historical Monument,Rental Contracts Completed at El Pueblo Historical Monument,,El Pueblo,2025-08-05T18:37:38.000Z,,data.lacity.org,,https://data.lacity.org/d/t5zm-4d79,2026-04-03T22:04:59.248573+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
ihph-vkam,Grocery Stores,Grocery Stores,,Office of Finance,2026-03-15T15:38:51.000Z,,data.lacity.org,,https://data.lacity.org/d/ihph-vkam,2026-04-03T22:05:00.305344+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
5a4i-e2zs,Port of Los Angeles - Historic Tonage Data Short Ton (1920-1970),Port of Los Angeles - Historic Tonage Data Short Ton (1920-1970),,Port of Los Angeles,2020-11-30T17:25:17.000Z,,data.lacity.org,,https://data.lacity.org/d/5a4i-e2zs,2026-04-03T22:05:01.277206+00:00,html_error:Couldn't find a tree builder with the features you requested: lxml. Do you need to install a parser library?; 
